date,time,temperature,visibility,pressure,humidity,gusts_wind,wind_speed,wind_dir,total_cloud,low_cloud,medium_cloud,high_cloud,sort_prep
2023-01-07,0,-3.97350158691404,3.7407421875,5.0,6.0,7.890625,5.8423959108904535,NW,8.0,8.0,8.0,8.0,1.0
2023-01-07,1,-3.9598602294921648,4.2492919921875,5.0,6.0,8.740618459880352,6.14022173292286,NW,8.0,8.0,8.0,8.0,1.0
2023-01-07,2,-3.6800750732421648,11.407439071655272,5.0,6.0,8.537693090736866,6.123443432656851,NW,8.0,8.0,8.0,6.0,1.0
2023-01-07,3,-3.27611389160154,43.85224827575684,5.0,6.0,8.895731300115585,5.5641333272936855,NW,8.0,8.0,8.0,8.0,0.0
2023-01-07,4,-2.793127441406284,37.24029429626465,5.0,5.0,8.506996728479862,6.284298946160723,NW,8.0,8.0,8.0,8.0,0.0
2023-01-07,5,-2.6719116210937277,5.1119155578613285,5.0,6.0,9.277062475681303,5.917640394995233,NW,8.0,8.0,8.0,0.0,0.0
2023-01-07,6,-2.3994812011718523,2.901913955688477,5.0,6.0,8.612845078110695,5.72326585350938,NW,8.0,8.0,0.0,0.0,1.0
2023-01-07,7,-1.7881683349609148,25.796545669555663,5.0,6.0,7.663545865565538,5.737750705284173,NW,8.0,8.0,0.0,0.0,0.0
2023-01-07,8,-1.3051055908202898,6.501297866821289,5.0,6.0,7.440560460090637,6.041845091368762,NW,8.0,8.0,8.0,0.0,0.0
2023-01-07,9,-1.0754760742187273,5.501805892944336,5.0,6.0,8.546152144670486,6.074323015571622,NW,8.0,8.0,8.0,0.0,1.0
2023-01-07,10,-0.6422332763671648,12.892907669067384,5.0,6.0,8.113874264061451,6.145673677773374,NW,8.0,8.0,8.0,0.0,1.0
2023-01-07,11,-0.2445892333983579,22.89150015258789,5.0,6.0,7.933987438678741,6.231415901244785,NW,8.0,8.0,8.0,0.0,0.0
2023-01-07,12,0.0402923583984602,27.364,5.0,6.0,8.17750559002161,6.129697117617616,N,8.0,8.0,8.0,8.0,0.0
2023-01-07,13,0.2030578613281477,10.736967544555664,4.0,6.0,7.744652509689331,5.921598282012612,N,8.0,8.0,8.0,8.0,0.0
2023-01-07,14,0.2908264160156477,18.468,4.0,6.0,8.031897284090519,6.019719200784076,N,8.0,8.0,8.0,0.0,0.0
2023-01-07,15,0.3045135498047102,8.804,4.0,6.0,7.879159566015005,5.497091200929053,NW,8.0,8.0,8.0,8.0,0.0
2023-01-07,16,0.5420013427734602,11.94,4.0,6.0,8.028697818517685,4.823009741093747,N,8.0,8.0,8.0,8.0,0.0
2023-01-07,17,0.6024871826172102,6.631260894775391,4.0,6.0,8.082809995859861,5.048065543457233,NW,8.0,8.0,8.0,0.0,0.0
2023-01-07,18,0.6375518798828352,3.313750869750977,4.0,6.0,8.279649265110493,4.808611402653627,NW,8.0,8.0,8.0,8.0,0.0
2023-01-07,19,0.7843566894531477,1.924,4.0,6.0,7.407996993511915,5.100875166141057,NW,8.0,8.0,8.0,8.0,0.0
2023-01-07,20,0.8801361083984602,1.975593292236328,4.0,6.0,6.494240760803223,5.009641479025648,NW,8.0,8.0,8.0,8.0,0.0
2023-01-07,21,1.1100097656250227,1.284,4.0,6.0,7.079689204692841,4.969294917163659,NW,8.0,8.0,8.0,8.0,0.0
2023-01-07,22,1.1297088623047102,2.244,4.0,6.0,7.74486556276679,5.051128631837129,NW,8.0,8.0,8.0,8.0,2.0
2023-01-07,23,1.1202026367187727,6.532,4.0,6.0,8.02409790083766,5.696432406033328,NW,8.0,8.0,8.0,8.0,2.0
2023-01-08,0,1.2014251708984602,12.548,4.0,6.0,7.784678276628256,6.153961944384238,NW,8.0,8.0,8.0,8.0,2.0
2023-01-08,1,1.1065460205078352,8.96428660583496,4.0,6.0,8.629843354225159,6.4003438778005926,NW,8.0,8.0,8.0,8.0,2.0
2023-01-08,2,1.2530761718750227,9.005249221801758,4.0,6.0,8.726693868637085,6.876444688691669,NW,8.0,8.0,8.0,8.0,0.0
2023-01-08,3,1.4344573974609602,8.767415893554688,4.0,6.0,8.068142056465149,6.396027617876831,NW,8.0,8.0,8.0,8.0,2.0
2023-01-08,4,1.5547119140625227,8.499478637695313,4.0,6.0,8.058043356984854,6.477863707073431,NW,8.0,8.0,8.0,8.0,2.0
2023-01-08,5,1.7842651367187727,5.877770263671875,4.0,6.0,8.00644227489829,6.3321085103724455,NW,8.0,8.0,8.0,8.0,2.0
2023-01-08,6,2.241052246093716,10.874840026855468,4.0,6.0,7.333003461360931,6.103139612603575,NW,8.0,8.0,8.0,8.0,3.0
2023-01-08,7,2.4496551513672102,5.101831771850586,4.0,6.0,7.606562197208403,5.343396426847535,NW,8.0,8.0,8.0,8.0,4.0
2023-01-08,8,2.566445922851642,5.971771896362305,4.0,6.0,6.456550717353821,5.34375424703766,NW,8.0,8.0,8.0,8.0,3.0
